"tank","round","group_id","koura_id","size_class","sex","date","stage","location_code","reef_type","size_mm1","weight_g1","legs1","claws1","antenna1","size_mm2","weight_g2","legs2","claws2","antenna2","notes_exp","notes_koura"
2,2,1,37,"S","M",NA,"L0","B","Wood",17.82,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA
2,2,1,37,"S","M",NA,"L1","B","Wood",17.82,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA
2,2,1,73,"S","M",NA,"L0","B","Wood",21.15,6,8,2,2,NA,NA,NA,NA,NA,NA,"Moulted, Lost last round of exp 3"
2,2,1,73,"S","M",NA,"L1","A","Rock",21.15,6,8,2,2,NA,NA,NA,NA,NA,NA,"Moulted, Lost last round of exp 3"
2,2,1,39,"M","M",NA,"L0","B","Wood",28.79,15,8,2,2,NA,NA,NA,NA,NA,NA,"Moulted"
2,2,1,39,"M","M",NA,"L1","B","Wood",28.79,15,8,2,2,NA,NA,NA,NA,NA,NA,"Moulted"
2,2,1,40,"M","M",NA,"L0","E","Wall",25.88,11,6,2,2,NA,NA,NA,NA,NA,NA,NA
2,2,1,40,"M","M",NA,"L1","A","Rock",25.88,11,6,2,2,NA,NA,NA,NA,NA,NA,NA
2,2,1,41,"L","M",NA,"L0","B","Wood",38.88,39,8,2,NA,NA,NA,NA,NA,NA,NA,NA
2,2,1,41,"L","M",NA,"L1","A","Rock",38.88,39,8,2,NA,NA,NA,NA,NA,NA,NA,NA
2,2,1,42,"L","M",NA,"L0","E","Wall",38.72,37,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,2,1,42,"L","M",NA,"L1","A","Rock",38.72,37,8,2,2,NA,NA,NA,NA,NA,NA,NA
3,2,2,43,"S","M",NA,"L0","A","Rock",21.55,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA
3,2,2,43,"S","M",NA,"L1","A","Rock",21.55,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA
3,2,2,74,"S","M",NA,"L0","B","Wood",16.24,1,7,2,2,NA,NA,NA,NA,NA,NA,NA
3,2,2,74,"S","M",NA,"L1","B","Wood",16.24,1,7,2,2,NA,NA,NA,NA,NA,NA,NA
3,2,2,45,"M","M",NA,"L0","A","Rock",25.2,10,8,2,NA,NA,NA,NA,NA,NA,NA,NA
3,2,2,45,"M","M",NA,"L1","A","Rock",25.2,10,8,2,NA,NA,NA,NA,NA,NA,NA,NA
3,2,2,46,"M","M",NA,"L0","A","Rock",29.49,16,7,2,2,NA,NA,NA,NA,NA,NA,NA
3,2,2,46,"M","M",NA,"L1","B","Wood",29.49,16,7,2,2,NA,NA,NA,NA,NA,NA,NA
3,2,2,47,"L","M",NA,"L0","A","Rock",41.25,42,8,2,NA,NA,NA,NA,NA,NA,NA,"soft"
3,2,2,47,"L","M",NA,"L1","A","Rock",41.25,42,8,2,NA,NA,NA,NA,NA,NA,NA,"soft"
3,2,2,48,"L","M",NA,"L0","B","Wood",35.25,27,8,2,2,NA,NA,NA,NA,NA,NA,NA
3,2,2,48,"L","M",NA,"L1","A","Rock",35.25,27,8,2,2,NA,NA,NA,NA,NA,NA,NA
4,2,3,49,"S","M",NA,"L0","A","Rock",21.29,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA
4,2,3,49,"S","M",NA,"L1","B","Wood",21.29,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA
4,2,3,79,"S","M",NA,"L0","A","Rock",20.62,6,5,1,2,NA,NA,NA,NA,NA,NA,NA
4,2,3,79,"S","M",NA,"L1","A","Rock",20.62,6,5,1,2,NA,NA,NA,NA,NA,NA,NA
4,2,3,51,"M","M",NA,"L0","E","Wall",25.56,12,7,2,2,NA,NA,NA,NA,NA,NA,"Moulted"
4,2,3,51,"M","M",NA,"L1","A","Rock",25.56,12,7,2,2,NA,NA,NA,NA,NA,NA,"Moulted"
4,2,3,52,"M","M",NA,"L0","B","Wood",25.55,10,6,1,2,NA,NA,NA,NA,NA,NA,"Moulted"
4,2,3,52,"M","M",NA,"L1","B","Wood",25.55,10,6,1,2,NA,NA,NA,NA,NA,NA,"Moulted"
4,2,3,53,"L","M",NA,"L0","A","Rock",30.72,20,8,2,NA,NA,NA,NA,NA,NA,NA,NA
4,2,3,53,"L","M",NA,"L1","A","Rock",30.72,20,8,2,NA,NA,NA,NA,NA,NA,NA,NA
4,2,3,54,"L","M",NA,"L0","A","Rock",43.34,57,8,2,2,NA,NA,NA,NA,NA,NA,NA
4,2,3,54,"L","M",NA,"L1","A","Rock",43.34,57,8,2,2,NA,NA,NA,NA,NA,NA,NA
5,2,4,55,"S","M",NA,"L0","B","Wood",18.26,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA
5,2,4,55,"S","M",NA,"L1","B","Wood",18.26,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA
5,2,4,83,"S","M",NA,"L0","E","Wall",20.93,4,8,2,2,NA,NA,NA,NA,NA,NA,NA
5,2,4,83,"S","M",NA,"L1","A","Rock",20.93,4,8,2,2,NA,NA,NA,NA,NA,NA,NA
5,2,4,57,"M","M",NA,"L0","A","Rock",24.22,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA
5,2,4,57,"M","M",NA,"L1","B","Wood",24.22,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA
5,2,4,58,"M","M",NA,"L0","A","Rock",27.18,12,8,2,2,NA,NA,NA,NA,NA,NA,NA
5,2,4,58,"M","M",NA,"L1","A","Rock",27.18,12,8,2,2,NA,NA,NA,NA,NA,NA,NA
5,2,4,59,"L","M",NA,"L0","B","Wood",31.65,23,8,2,NA,NA,NA,NA,NA,NA,NA,NA
5,2,4,59,"L","M",NA,"L1","B","Wood",31.65,23,8,2,NA,NA,NA,NA,NA,NA,NA,NA
5,2,4,60,"L","M",NA,"L0","B","Wood",35.61,28,8,2,2,NA,NA,NA,NA,NA,NA,NA
5,2,4,60,"L","M",NA,"L1","A","Rock",35.61,28,8,2,2,NA,NA,NA,NA,NA,NA,NA
6,2,5,61,"S","M",NA,"L0","B","Wood",17.24,3,7,2,2,NA,NA,NA,NA,NA,NA,NA
6,2,5,61,"S","M",NA,"L1","A","Rock",17.24,3,7,2,2,NA,NA,NA,NA,NA,NA,NA
6,2,5,86,"S","M",NA,"L0","B","Wood",15.77,1,6,1,2,NA,NA,NA,NA,NA,NA,NA
6,2,5,86,"S","M",NA,"L1","A","Rock",15.77,1,6,1,2,NA,NA,NA,NA,NA,NA,NA
6,2,5,63,"M","M",NA,"L0","A","Rock",27.27,13,8,2,1,NA,NA,NA,NA,NA,NA,NA
6,2,5,63,"M","M",NA,"L1","A","Rock",27.27,13,8,2,1,NA,NA,NA,NA,NA,NA,NA
6,2,5,64,"M","M",NA,"L0","B","Wood",26.88,12,7,2,2,NA,NA,NA,NA,NA,NA,NA
6,2,5,64,"M","M",NA,"L1","B","Wood",26.88,12,7,2,2,NA,NA,NA,NA,NA,NA,NA
6,2,5,65,"L","M",NA,"L0","B","Wood",37.6,32,8,2,NA,NA,NA,NA,NA,NA,NA,NA
6,2,5,65,"L","M",NA,"L1","A","Rock",37.6,32,8,2,NA,NA,NA,NA,NA,NA,NA,NA
6,2,5,66,"L","M",NA,"L0","B","Wood",31.24,21,8,2,2,NA,NA,NA,NA,NA,NA,NA
6,2,5,66,"L","M",NA,"L1","A","Rock",31.24,21,8,2,2,NA,NA,NA,NA,NA,NA,NA
1,3,5,61,"S","M",NA,"L0","B","Wood",17.24,3,7,2,2,NA,NA,NA,NA,NA,NA,NA
1,3,5,61,"S","M",NA,"L1","A","Rock",17.24,3,7,2,2,NA,NA,NA,NA,NA,NA,NA
1,3,5,86,"S","M",NA,"L0","B","Wood",15.77,1,6,1,2,NA,NA,NA,NA,NA,NA,NA
1,3,5,86,"S","M",NA,"L1","B","Wood",15.77,1,6,1,2,NA,NA,NA,NA,NA,NA,NA
1,3,5,63,"M","M",NA,"L0","B","Wood",27.27,13,8,2,1,NA,NA,NA,NA,NA,NA,NA
1,3,5,63,"M","M",NA,"L1","B","Wood",27.27,13,8,2,1,NA,NA,NA,NA,NA,NA,NA
1,3,5,64,"M","M",NA,"L0","B","Wood",26.88,12,7,2,2,NA,NA,NA,NA,NA,NA,NA
1,3,5,64,"M","M",NA,"L1","A","Rock",26.88,12,7,2,2,NA,NA,NA,NA,NA,NA,NA
1,3,5,65,"L","M",NA,"L0","B","Wood",37.6,32,8,2,NA,NA,NA,NA,NA,NA,NA,NA
1,3,5,65,"L","M",NA,"L1","A","Rock",37.6,32,8,2,NA,NA,NA,NA,NA,NA,NA,NA
1,3,5,66,"L","M",NA,"L0","A","Rock",31.24,21,8,2,2,NA,NA,NA,NA,NA,NA,NA
1,3,5,66,"L","M",NA,"L1","A","Rock",31.24,21,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,3,6,67,"S","M",NA,"L0","B","Rock",19.7,5,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,3,6,67,"S","M",NA,"L1","E","Wall",19.7,5,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,3,6,93,"S","M",NA,"L0","E","Wall",19.32,4,8,2,2,NA,NA,NA,NA,NA,NA,"Died 23/09/25 got pinched by other kōura when deploying"
2,3,6,93,"S","M",NA,"L1","A","Wood",19.32,4,8,2,2,NA,NA,NA,NA,NA,NA,"Died 23/09/25 got pinched by other kōura when deploying"
2,3,6,69,"M","M",NA,"L0","B","Rock",27.78,14,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,3,6,69,"M","M",NA,"L1","A","Wood",27.78,14,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,3,6,70,"M","M",NA,"L0","E","Wall",26.13,12,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,3,6,70,"M","M",NA,"L1","B","Rock",26.13,12,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,3,6,71,"L","M",NA,"L0","B","Rock",39.14,37,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,3,6,71,"L","M",NA,"L1","B","Rock",39.14,37,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,3,6,72,"L","M",NA,"L0","B","Rock",32.46,19,8,2,2,NA,NA,NA,NA,NA,NA,NA
2,3,6,72,"L","M",NA,"L1","B","Rock",32.46,19,8,2,2,NA,NA,NA,NA,NA,NA,NA
3,3,1,37,"S","M",NA,"L0","B","Wood",17.82,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA
3,3,1,37,"S","M",NA,"L1","B","Wood",17.82,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA
3,3,1,73,"S","M",NA,"L0","B","Wood",21.15,6,8,2,2,NA,NA,NA,NA,NA,NA,"Moulted, Lost last round of exp 3"
3,3,1,73,"S","M",NA,"L1",NA,NA,21.15,6,8,2,2,NA,NA,NA,NA,NA,NA,"Moulted, Lost last round of exp 3"
3,3,1,39,"M","M",NA,"L0","A","Rock",28.79,15,8,2,2,NA,NA,NA,NA,NA,NA,"Moulted"
3,3,1,39,"M","M",NA,"L1","A","Rock",28.79,15,8,2,2,NA,NA,NA,NA,NA,NA,"Moulted"
3,3,1,40,"M","M",NA,"L0","A","Rock",25.88,11,6,2,2,NA,NA,NA,NA,NA,NA,NA
3,3,1,40,"M","M",NA,"L1","B","Wood",25.88,11,6,2,2,NA,NA,NA,NA,NA,NA,NA
3,3,1,41,"L","M",NA,"L0","A","Rock",38.88,39,8,2,NA,NA,NA,NA,NA,NA,NA,NA
3,3,1,41,"L","M",NA,"L1","A","Rock",38.88,39,8,2,NA,NA,NA,NA,NA,NA,NA,NA
3,3,1,42,"L","M",NA,"L0","A","Rock",38.72,37,8,2,2,NA,NA,NA,NA,NA,NA,NA
3,3,1,42,"L","M",NA,"L1","A","Rock",38.72,37,8,2,2,NA,NA,NA,NA,NA,NA,NA
4,3,2,43,"S","M",NA,"L0","A","Wood",21.55,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA
4,3,2,43,"S","M",NA,"L1","A","Wood",21.55,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA
4,3,2,74,"S","M",NA,"L0","B","Rock",16.24,1,7,2,2,NA,NA,NA,NA,NA,NA,NA
4,3,2,74,"S","M",NA,"L1","B","Rock",16.24,1,7,2,2,NA,NA,NA,NA,NA,NA,NA
4,3,2,45,"M","M",NA,"L0","B","Rock",25.2,10,8,2,NA,NA,NA,NA,NA,NA,NA,NA
4,3,2,45,"M","M",NA,"L1","A","Wood",25.2,10,8,2,NA,NA,NA,NA,NA,NA,NA,NA
4,3,2,46,"M","M",NA,"L0","A","Wood",29.49,16,7,2,2,NA,NA,NA,NA,NA,NA,NA
4,3,2,46,"M","M",NA,"L1","B","Rock",29.49,16,7,2,2,NA,NA,NA,NA,NA,NA,NA
4,3,2,47,"L","M",NA,"L0","A","Wood",41.25,42,8,2,NA,NA,NA,NA,NA,NA,NA,"soft"
4,3,2,47,"L","M",NA,"L1","B","Rock",41.25,42,8,2,NA,NA,NA,NA,NA,NA,NA,"soft"
4,3,2,48,"L","M",NA,"L0","B","Rock",35.25,27,8,2,2,NA,NA,NA,NA,NA,NA,NA
4,3,2,48,"L","M",NA,"L1","A","Wood",35.25,27,8,2,2,NA,NA,NA,NA,NA,NA,NA
5,3,3,49,"S","M",NA,"L0","B","Rock",21.29,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA
5,3,3,49,"S","M",NA,"L1","B","Rock",21.29,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA
5,3,3,79,"S","M",NA,"L0","A","Wood",20.62,6,5,1,2,NA,NA,NA,NA,NA,NA,NA
5,3,3,79,"S","M",NA,"L1","B","Rock",20.62,6,5,1,2,NA,NA,NA,NA,NA,NA,NA
5,3,3,51,"M","M",NA,"L0","B","Rock",25.56,12,7,2,2,NA,NA,NA,NA,NA,NA,"Moulted"
5,3,3,51,"M","M",NA,"L1","B","Rock",25.56,12,7,2,2,NA,NA,NA,NA,NA,NA,"Moulted"
5,3,3,52,"M","M",NA,"L0","B","Rock",25.55,10,6,1,2,NA,NA,NA,NA,NA,NA,"Moulted"
5,3,3,52,"M","M",NA,"L1","B","Rock",25.55,10,6,1,2,NA,NA,NA,NA,NA,NA,"Moulted"
5,3,3,53,"L","M",NA,"L0","B","Rock",30.72,20,8,2,NA,NA,NA,NA,NA,NA,NA,NA
5,3,3,53,"L","M",NA,"L1","B","Rock",30.72,20,8,2,NA,NA,NA,NA,NA,NA,NA,NA
5,3,3,54,"L","M",NA,"L0","A","Wood",43.34,57,8,2,2,NA,NA,NA,NA,NA,NA,NA
5,3,3,54,"L","M",NA,"L1","B","Rock",43.34,57,8,2,2,NA,NA,NA,NA,NA,NA,NA
6,3,4,55,"S","M",NA,"L0","B","Wood",18.26,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA
6,3,4,55,"S","M",NA,"L1","B","Wood",18.26,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA
6,3,4,83,"S","M",NA,"L0","A","Rock",20.93,4,8,2,2,NA,NA,NA,NA,NA,NA,NA
6,3,4,83,"S","M",NA,"L1","A","Rock",20.93,4,8,2,2,NA,NA,NA,NA,NA,NA,NA
6,3,4,57,"M","M",NA,"L0","B","Wood",24.22,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA
6,3,4,57,"M","M",NA,"L1","B","Wood",24.22,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA
6,3,4,58,"M","M",NA,"L0","B","Wood",27.18,12,8,2,2,NA,NA,NA,NA,NA,NA,NA
6,3,4,58,"M","M",NA,"L1","A","Rock",27.18,12,8,2,2,NA,NA,NA,NA,NA,NA,NA
6,3,4,59,"L","M",NA,"L0","B","Wood",31.65,23,8,2,NA,NA,NA,NA,NA,NA,NA,NA
6,3,4,59,"L","M",NA,"L1","A","Rock",31.65,23,8,2,NA,NA,NA,NA,NA,NA,NA,NA
6,3,4,60,"L","M",NA,"L0","A","Rock",35.61,28,8,2,2,NA,NA,NA,NA,NA,NA,NA
6,3,4,60,"L","M",NA,"L1","B","Wood",35.61,28,8,2,2,NA,NA,NA,NA,NA,NA,NA
